[2017-12-30 22:03:00+00:00; claudferraz; Congratulations Tim Besley ! Very well deserved https://t.co/bjKrfaqU6E; 0; 0; 10; 1; https://twitter.com/claudferraz/status/947226542438043654; None; https://twitter.com/LSEEcon/status/947024860403978241]
[2017-12-08 12:16:20+00:00; claudferraz; The new political entry in Brazil. Groups look to channel anger into political action. I really hope it works out https://t.co/CIM6ezHHSe; 0; 1; 5; 0; https://twitter.com/claudferraz/status/939106368585420802; None; None]
[2017-12-07 19:10:33+00:00; claudferraz; Save the date for #LaceaLames18 at @espol in Ecuador https://t.co/dgMKXv3Vih; 0; 1; 2; 0; https://twitter.com/claudferraz/status/938848221773942786; None; https://twitter.com/caridadaraujo/status/938845715807326208]
[2017-12-07 13:10:18+00:00; claudferraz; https://t.co/dVPLIeNkay via @folha_com; 0; 0; 0; 0; https://twitter.com/claudferraz/status/938757561364426753; None; None]
[2017-12-07 11:19:49+00:00; claudferraz; A Lava Jato? Sério? Não são os 4 governadores presos + gangue da ALERJ e seus amigos que roubaram bilhões? Por que no te callas Lula ! https://t.co/72Ydrx9ZcA; 0; 1; 7; 0; https://twitter.com/claudferraz/status/938729758401155077; None; https://twitter.com/Estadao/status/938590388805406725]
[2017-12-07 01:50:21+00:00; claudferraz; Muito merecido- Sebastião Salgado toma posse na Academia de Belas Artes da França https://t.co/YW8EKYub9b via @folha; 0; 5; 7; 0; https://twitter.com/claudferraz/status/938586444716761088; None; None]
[2017-12-06 22:40:05+00:00; claudferraz; Is Media Driving Americans Apart? https://t.co/hUsbVIe2Rd; 0; 0; 2; 0; https://twitter.com/claudferraz/status/938538565927165952; None; None]
[2017-12-06 22:37:22+00:00; claudferraz; Chega de palhaçada na política brasileira https://t.co/cbF8UsH0ea; 0; 0; 1; 0; https://twitter.com/claudferraz/status/938537881601236994; None; https://twitter.com/laurojardim/status/938537098918944768]
[2017-12-06 15:10:43+00:00; claudferraz; Mas por que isso seria algo específico para o Brasil? Segregação espacial e regional? https://t.co/sbyOJ0HvVO; 1; 0; 1; 0; https://twitter.com/claudferraz/status/938425476611297282; None; https://twitter.com/FilipeCampante/status/938407805102559233]
[2017-12-06 12:14:36+00:00; claudferraz; Este mundo está ficando muito bizarro-- Fotos mostram policiais posando ao lado de Rogério 157, depois de prisão https://t.co/lw8KwI4DVg via @JornalExtra; 0; 0; 2; 0; https://twitter.com/claudferraz/status/938381154872451072; None; None]
[2017-12-06 11:05:11+00:00; claudferraz; Branco é usuário, negro é traficante. Ótimo artigo do @pedroabramovay sobre a guerra às drogas https://t.co/rqgVyxmtDq; 0; 7; 15; 2; https://twitter.com/claudferraz/status/938363688498728961; None; None]
[2017-12-05 16:56:15+00:00; claudferraz; Funcionários fantasmas continuam sendo um problema grave pelo Brasil e causando prejuízos significativos https://t.co/HBOL41hVEJ; 0; 0; 2; 0; https://twitter.com/claudferraz/status/938089645841309697; None; https://twitter.com/CGUonline/status/938088836864856064]
[2017-12-05 16:48:41+00:00; claudferraz; Portugal’s radical drugs policy is working. Why hasn’t the world copied it? https://t.co/yTNdAUh0WX; 0; 1; 5; 1; https://twitter.com/claudferraz/status/938087744307449856; None; None]
[2017-12-05 15:50:29+00:00; claudferraz; Concordo. Precisamos de políticos profissionais assim como precisamos de juízes profissionais. Principalmente no lugar de juízes políticos https://t.co/oCCjJ3HRIM; 0; 3; 8; 0; https://twitter.com/claudferraz/status/938073096157835264; None; https://twitter.com/JotaInfo/status/938047425830322176]
[2017-12-05 15:47:24+00:00; claudferraz; Great piece on access to data, information, transparency and the fight for better governance in Brazil https://t.co/ODOpcj0wjV; 0; 1; 1; 0; https://twitter.com/claudferraz/status/938072321339912192; None; https://twitter.com/cculbertosborn/status/938057219987386370]
[2017-12-05 02:24:48+00:00; claudferraz; Baqaee and Farhi: half of measured aggregate productivity growth over the last 20 years in the US can be accounted for by firms with higher mark-ups increasing their relative size https://t.co/mgaL3R7pAC; 0; 1; 3; 0; https://twitter.com/claudferraz/status/937870341514375168; None; None]
[2017-12-05 00:57:21+00:00; claudferraz; Today we contacted 20 candidates to be interviewed by PUC-Rio at @ASSAMeeting #EJMinfo; 0; 2; 13; 0; https://twitter.com/claudferraz/status/937848334273966081; None; None]
[2017-12-04 16:49:54+00:00; claudferraz; @lmonasterio Estratégia empírica é ruim. Para essa pergunta, este paper é bem mais crível: https://t.co/0kgKI0ZQzU; 1; 0; 0; 0; https://twitter.com/claudferraz/status/937725661631873026; None; None]
[2017-12-04 12:40:25+00:00; claudferraz; Bom artigo do @MatiasSpektor Presidencialismo de coalizão condena país ao atraso https://t.co/7X5fcTxWiK via @folha; 0; 1; 5; 0; https://twitter.com/claudferraz/status/937662876948549633; None; None]
[2017-12-04 12:37:02+00:00; claudferraz; *Desperdício just in case; 0; 0; 1; 0; https://twitter.com/claudferraz/status/937662027488784384; None; None]
[2017-12-04 11:03:22+00:00; claudferraz; Se a desigualdade causa desperdiço de talentos para inovação e ciência nos EUA, imaginem quantos Einsteins perdidos há pelo Brasil https://t.co/ysN5im5gng; 1; 17; 37; 1; https://twitter.com/claudferraz/status/937638452635537408; None; https://twitter.com/DLeonhardt/status/937508093470101505]
[2017-12-03 02:52:07+00:00; claudferraz; 65% não sabem em quem votar ou não votariam em ninguém que está aí https://t.co/zq0TVBmT1Z; 0; 1; 8; 0; https://twitter.com/claudferraz/status/937152439865741313; None; https://twitter.com/gurovitz/status/937106003031707649]
[2017-12-01 23:29:33+00:00; claudferraz; Back to 2002 https://t.co/LwzQvuVics; 1; 0; 0; 0; https://twitter.com/claudferraz/status/936739074500583424; None; https://twitter.com/BlogdoNoblat/status/936737816817651712]
[2017-12-01 01:05:18+00:00; claudferraz; A regressividade da punição por aborto no Brasil https://t.co/Okp62BugKU; 0; 1; 10; 0; https://twitter.com/claudferraz/status/936400782324244480; None; https://twitter.com/pedroabramovay/status/936392235465179137]
[2017-11-30 15:24:08+00:00; claudferraz; Helping young people access better employment opportunities  https://t.co/C2fE0hEqiK; 0; 0; 2; 0; https://twitter.com/claudferraz/status/936254524460638208; None; None]
[2017-11-30 13:21:53+00:00; claudferraz; Vanity Fair Hall of Fame: The Times Reporters Who Brought Sexual Harassment Out of the Shadows https://t.co/YiRs0gS84R; 0; 1; 1; 0; https://twitter.com/claudferraz/status/936223760729833472; None; None]
[2017-11-30 13:18:14+00:00; claudferraz; Sensacional https://t.co/7SsRZNoGlv; 0; 0; 3; 0; https://twitter.com/claudferraz/status/936222842370236416; None; https://twitter.com/MidiaNINJA/status/936051970422591488]
[2017-11-29 15:05:20+00:00; claudferraz; Equations for everything: Standing up for economists https://t.co/sor5vvces7 via @TheEconomist; 0; 1; 0; 0; https://twitter.com/claudferraz/status/935887407903162368; None; None]
[2017-11-29 15:04:10+00:00; claudferraz; Além da Lava-Jato https://t.co/k3ttDM2gsq; 0; 0; 0; 0; https://twitter.com/claudferraz/status/935887112645197824; None; None]
[2017-11-29 12:56:29+00:00; claudferraz; Não é razoável ter uma indústria nascente que não para de nascer https://t.co/m1ojCVjEgO; 2; 1; 8; 0; https://twitter.com/claudferraz/status/935854982007361536; None; https://twitter.com/Estadao/status/935849828357214215]
[2017-11-29 12:23:17+00:00; claudferraz; Call is out for our LACEA/RIDGE Political Economy Workshop in Montevideo, May 2018. Send your paper ! https://t.co/sMrXfWDh4s @voxlacea https://t.co/1cd9dFrI4d; 1; 33; 38; 5; https://twitter.com/claudferraz/status/935846626765127681; None; None]
[2017-11-29 04:18:03+00:00; claudferraz; @BigBigBLessing @FDantasEstado @LANACION @CELIV_UNTREF Concordo. Por isso estou esperando teu livro ;); 0; 0; 0; 0; https://twitter.com/claudferraz/status/935724511298834432; None; None]
[2017-11-28 13:36:57+00:00; claudferraz; @FDantasEstado @BigBigBLessing @LANACION @CELIV_UNTREF Um bom exemplo de como prisão comparado com tornozeleira eletrônica aumenta reincidência: https://t.co/LK2yZXTxwk; 2; 0; 1; 0; https://twitter.com/claudferraz/status/935502777052053506; None; None]
[2017-11-28 13:30:58+00:00; claudferraz; @FDantasEstado @BigBigBLessing @LANACION @CELIV_UNTREF Uma boa resenha do que sabemos aqui: https://t.co/oMwMnMiIVm; 1; 0; 0; 0; https://twitter.com/claudferraz/status/935501272760721408; None; None]
[2017-11-28 13:30:29+00:00; claudferraz; @FDantasEstado @BigBigBLessing @LANACION @CELIV_UNTREF O problema é quando a própria prisão, através de conexões com gangues, aumentam a chance de reincidência criminal; 1; 0; 1; 0; https://twitter.com/claudferraz/status/935501150480089088; None; None]
[2017-11-28 13:26:09+00:00; claudferraz; @FDantasEstado @BigBigBLessing @LANACION @CELIV_UNTREF 2) Desincentivar crime futuro através da punição; 1; 0; 1; 0; https://twitter.com/claudferraz/status/935500058509766657; None; None]
[2017-11-28 13:24:05+00:00; claudferraz; @FDantasEstado @BigBigBLessing @LANACION @CELIV_UNTREF @FDantasEstado há dois efeitos de encarceramento: 1) tirar pessoas que cometem crimes da rua e com reduzir criminalidade; 1; 0; 1; 0; https://twitter.com/claudferraz/status/935499540576157697; None; None]
[2017-11-25 12:58:24+00:00; claudferraz; 50% dos 10 primeiros e 55% dos 20 primeiros na Anpec virão pra PUC. Seguimos sendo o departamento de economia mais seletivo do Brasil; 0; 2; 18; 0; https://twitter.com/claudferraz/status/934405911157923840; None; None]
[2017-11-23 19:04:44+00:00; claudferraz; Importantíssimo para acabar com a impunidade no Brasil-- Maioria dos ministros do Supremo vota para restringir foro privilegiado https://t.co/9vv1EDuSUL; 0; 0; 6; 0; https://twitter.com/claudferraz/status/933773327306502144; None; None]
[2017-11-23 16:03:49+00:00; claudferraz; @lmonasterio Pode ser. Tenho essa informação, fica para um próximo post...; 0; 0; 1; 0; https://twitter.com/claudferraz/status/933727798958706689; None; None]
[2017-11-23 16:02:53+00:00; claudferraz; @gabrielolivabr Ranking é sem EB. Boa pergunta...; 0; 0; 1; 0; https://twitter.com/claudferraz/status/933727563591102464; None; None]
[2017-11-23 11:52:31+00:00; claudferraz; Mas se olharmos no topo, somente algo em torno de 10% ficam colocados entre 100 primeiros e essa proporção não mudou em 14 anos https://t.co/MArahPMh8Y; 1; 2; 5; 0; https://twitter.com/claudferraz/status/933664554181124096; None; None]
[2017-11-23 11:50:02+00:00; claudferraz; Ainda sobre diversidade na área de economia. A % de pardos e negros fazendo a prova da ANPEC aumentou de 15 para quase 30% desde 2004 https://t.co/nvnB2Tzmb7; 1; 5; 13; 0; https://twitter.com/claudferraz/status/933663932371357698; None; None]
[2017-11-23 11:04:54+00:00; claudferraz; Why Poor Students Struggle https://t.co/tL3x4wGxpI; 0; 0; 1; 0; https://twitter.com/claudferraz/status/933652573462069249; None; None]
[2017-11-23 11:02:58+00:00; claudferraz; Entra ano e sai ano e os desvios de recursos na área de educação continuam firmes e fortes. Já está na hora de mudar a estratégia https://t.co/TJoD2TRITW; 0; 0; 2; 0; https://twitter.com/claudferraz/status/933652084729270272; None; https://twitter.com/Estadao/status/933650333623926784]
[2017-11-23 10:19:35+00:00; claudferraz; @MaluGatto @fbizzarroneto Muito interessante, vou olhar sua pesquisa. Mas a pergunta é porque mulheres não votam em mulheres, mesmo sem levar em consideração a cota; 2; 0; 1; 0; https://twitter.com/claudferraz/status/933641169287950336; None; None]
[2017-11-23 01:20:52+00:00; claudferraz; Quanta ignorância junta nestas respostas. Caso o secretário leia em inglês, e não ache que é coisa da CIA, fica aqui a dica de um trabalho excelente que mostra a discriminação racial na sala de aula brasileira: https://t.co/SR5qqgedWN https://t.co/rpR5cGxUsr; 0; 2; 10; 0; https://twitter.com/claudferraz/status/933505595843506176; None; https://twitter.com/Estadao/status/933501854821916672]
[2017-11-22 22:11:20+00:00; claudferraz; Really? One of the most corrupt politicians in Brazil turned himself in to the police driving his Porsche https://t.co/C4UKg0y6xI; 1; 6; 11; 0; https://twitter.com/claudferraz/status/933457899724136448; None; https://twitter.com/bandnewsfmrio/status/933043171977826304]
[2017-11-22 21:03:17+00:00; claudferraz; Por que não temos mais economistas mulheres em departamentos de ponta no Brasil? Problema começa na prova da Anpec e não melhorou em 13 anos https://t.co/q7iiyEV5ms; 4; 9; 25; 1; https://twitter.com/claudferraz/status/933440774481510402; None; None]
[2017-11-22 20:50:30+00:00; claudferraz; @fbizzarroneto Cotas de candidatas não geram nenhum efeito porque os partidos respondem com candidatas "fictícias". Cotas de eleitas, mesmo que temporárias, seria fundamental; 1; 0; 6; 0; https://twitter.com/claudferraz/status/933437556120834049; None; None]
[2017-11-22 19:54:50+00:00; claudferraz; Proporção de mulheres nos parlamentos aumenta de forma considerável pelo mundo. Mas não no Brasil. Precisamos de mais mulheres na política urgentemente! https://t.co/kFAFTorQ8t; 1; 8; 16; 3; https://twitter.com/claudferraz/status/933423547325800448; None; https://twitter.com/DinaPomeranz/status/933418620650213377]
[2017-11-22 16:22:46+00:00; claudferraz; Rio is a mess. But all the politicians responsible for the mess are in jail. Things are changing https://t.co/6KlXOF6WJl; 0; 1; 6; 0; https://twitter.com/claudferraz/status/933370179404300288; None; https://twitter.com/Vinncent/status/933303392172048384]
[2017-11-22 16:14:46+00:00; claudferraz; @franciscome @rivefuentes Si, hay alguna evidencia que Bolsa Familia disminuyó clientelismo en Brasil. También evidencia en este nuevo paper de @cblatts https://t.co/QpVPZ5gh0b; 0; 0; 2; 0; https://twitter.com/claudferraz/status/933368166759231490; None; None]
[2017-11-22 13:50:44+00:00; claudferraz; Gasto alto e injusto https://t.co/UwGALxxE1U; 0; 0; 0; 0; https://twitter.com/claudferraz/status/933331918183174144; None; None]
[2017-11-22 12:13:19+00:00; claudferraz; E a faxina continua https://t.co/kNMWdmjW6O; 0; 0; 0; 0; https://twitter.com/claudferraz/status/933307403147325440; None; https://twitter.com/OGloboPolitica/status/933294370681491456]
[2017-11-22 10:56:33+00:00; claudferraz; O Brasil vive tempos assustadores. Ou de repente são só os ignorantes e idiotas que agora usam mídias sociais https://t.co/1f1oMTzQbo; 0; 0; 3; 0; https://twitter.com/claudferraz/status/933288083235266560; None; https://twitter.com/Estadao/status/932925669016731650]
[2017-11-22 10:41:05+00:00; claudferraz; Coisa de neoliberal acabar com a educação gratuita para os ricos https://t.co/35HEjfiWQE; 0; 0; 0; 0; https://twitter.com/claudferraz/status/933284190208057344; None; https://twitter.com/EstadaoEconomia/status/932969546771849216]
[2017-11-21 16:46:42+00:00; claudferraz; Tem interesse em trabalhar em avaliação de políticas públicas? Candidate-se a vagas disponíveis no @JPAL_Global @JPAL_LAC https://t.co/grByhaTSUx; 1; 3; 5; 0; https://twitter.com/claudferraz/status/933013814022496256; None; https://twitter.com/JPAL_LAC/status/933010476165926914]
[2017-11-21 11:18:21+00:00; claudferraz; Very interesting job market paper by @JonathanWeigel https://t.co/N6XZcQT0ER; 0; 0; 1; 0; https://twitter.com/claudferraz/status/932931182676926464; None; https://twitter.com/dmckenzie001/status/932593418349445121]
[2017-11-21 00:19:14+00:00; claudferraz; Amazing the decline for Latin America https://t.co/GwyPhE8XUU; 1; 8; 6; 0; https://twitter.com/claudferraz/status/932765311782281218; None; https://twitter.com/DinaPomeranz/status/932753954852745216]
[2017-11-20 21:56:33+00:00; claudferraz; E você achando que essa onda louca era só no Brasil hein... Starbucks Is Criticized for Its Holiday Cups. Yes, Again. https://t.co/MBBfl4ussD; 0; 0; 0; 0; https://twitter.com/claudferraz/status/932729401854357504; None; None]
[2017-11-20 11:23:21+00:00; claudferraz; Dissolution of monasteries and the creation of land markets could have spurred the industrial revolution in England https://t.co/JduHbOK3NF; 0; 0; 3; 0; https://twitter.com/claudferraz/status/932570050619420673; None; https://twitter.com/voxeu/status/931927367336919040]
