2020-11-29 21:44:29+00:00; alexandregarcia.br; Lua de domingo, no Planalto Central.; 19934; 324; ; ; https://www.instagram.com/p/CIMLGRuDcMp/
2020-09-21 15:57:17+00:00; alexandregarcia.br; No meio do caminho tinha uma jiboia. Um jiboia no meio do caminho. Ela seguiu o caminho dela. E eu, o meu. (Na manhã deste 21 de setembro, véspera de primavera); 46173; 1543; ; ; https://www.instagram.com/p/CFZ4g7pji1t/
2020-09-07 15:00:12+00:00; alexandregarcia.br; Parabéns a nós brasileiros, pelo aniversário de hoje!; 96579; 2261; ; ; https://www.instagram.com/p/CE1u2i-DHVM/
2020-09-06 17:35:47+00:00; alexandregarcia.br; Para ler na Semana da Pátria. Aerovisão do último trimestre.; 20125; 273; ; ; https://www.instagram.com/p/CEzb3LSjHI8/
2020-09-06 14:34:13+00:00; alexandregarcia.br; Véspera da Data Nacional.; 47106; 558; ; ; https://www.instagram.com/p/CEzHFc6DEU9/
2020-09-06 00:43:49+00:00; alexandregarcia.br; Marte, logo abaixo da lua, às 21:40h deste sábado, no Planalto Central.; 38168; 689; ; ; https://www.instagram.com/p/CExoDWHDTES/
2020-09-04 02:02:46+00:00; alexandregarcia.br; A minha bandeira de ano inteiro, agora na Semana da Pátria.; 70863; 1184; ; ; https://www.instagram.com/p/CEsnf13jR5F/
2020-08-31 11:05:26+00:00; alexandregarcia.br; Bom dia!; 23849; 672; ; ; https://www.instagram.com/p/CEjSa60jwNm/
2020-08-29 21:24:35+00:00; alexandregarcia.br; A lua e o ipê inauguram a noite deste sábado.; 14361; 215; ; ; https://www.instagram.com/p/CEfPsECjqKw/
2020-08-28 01:33:51+00:00; alexandregarcia.br; Mande sua pergunta! Participe; 23329; 1084; ; ; https://www.instagram.com/p/CEaimGzDXH_/
2020-08-27 23:12:04+00:00; alexandregarcia.br; Do céulular de minha mulher, no fim de tarde desta quinta-feira.; 22310; 374; ; ; https://www.instagram.com/p/CEaSZhYDDKd/
2020-08-23 20:53:16+00:00; alexandregarcia.br; Para colorir seu fim de tarde de domingo.; 28656; 447; ; ; https://www.instagram.com/p/CEPvVVbjN8q/
2020-08-22 13:39:57+00:00; alexandregarcia.br; Nei blu, dipinto di ...giallo. (No azul, pintado de...amarelo). De Volare, de Domenico Modugno...; 19309; 227; ; ; https://www.instagram.com/p/CEMY8wSj5ZL/
2020-08-19 13:23:32+00:00; alexandregarcia.br; Pelos olhos para a alma.; 42119; 952; ; ; https://www.instagram.com/p/CEEosAJDire/
2020-08-15 20:36:22+00:00; alexandregarcia.br; Outono em Vermont? Não; crepúsculo deste sábado na trilha do cerrado.; 24081; 375; ; ; https://www.instagram.com/p/CD7HCqgjyWM/
2020-08-13 14:20:44+00:00; alexandregarcia.br; Quarentena, quarentena, a cada dia nova cena.; 27633; 557; ; ; https://www.instagram.com/p/CD1Sdpej9vR/
2020-08-11 13:28:32+00:00; alexandregarcia.br; Sorte a minha, parar neste semáforo acolhedor.; 15226; 413; ; ; https://www.instagram.com/p/CDwC5kejQWW/
2020-08-09 13:01:01+00:00; alexandregarcia.br; As cores da Bandeira.; 22221; 421; ; ; https://www.instagram.com/p/CDq2KPfjYxS/
2020-08-09 12:17:01+00:00; alexandregarcia.br; Lua pendurada na manhã azul do Dia dos Pais.; 24182; 423; ; ; https://www.instagram.com/p/CDqxH_QDQot/
2020-08-06 19:38:54+00:00; alexandregarcia.br; O ipê amarelo é marcante, mas tem vida curta. Fica a lembrança.; 20260; 350; ; ; https://www.instagram.com/p/CDj1T0sjHmx/
2020-08-01 00:44:57+00:00; alexandregarcia.br; Liberdade, liberdade, abre as asas sobre nós! Verdade e liberdade são rima e solução. Todos os dias no meu canal:  YouTube.com/AlexandreGarciaOficial; 56944; 1030; ; ; https://www.instagram.com/p/CDU7kJTD8ds/
2020-07-31 21:08:58+00:00; alexandregarcia.br; E a lua...brilhou no céu da Pátria neste instante da última tarde de julho.; 35857; 660; ; ; https://www.instagram.com/p/CDUi2O4DpQ2/
2020-07-27 13:49:52+00:00; alexandregarcia.br; Minutos antes da estreia na CNN.; 85344; 3764; ; ; https://www.instagram.com/p/CDJdavajg3y/
2020-07-24 20:42:42+00:00; alexandregarcia.br; Lua de fim de tarde de sexta, no céu azul do Planalto Central.; 25695; 386; ; ; https://www.instagram.com/p/CDCeRvtDXxj/
2020-07-23 20:06:02+00:00; alexandregarcia.br; O brilho de fim de tarde desta quinta-feira.; 43032; 663; ; ; https://www.instagram.com/p/CC_1STcjQuo/
2020-07-19 21:01:48+00:00; alexandregarcia.br; Léo e Lúli, meus companheiros de caminhada neste fim de tarde de domingo.; 45738; 883; ; ; https://www.instagram.com/p/CC1ofSajtvT/
2020-07-16 18:31:18+00:00; alexandregarcia.br; Há 70 anos, no Maracanã, 2 a 1 e Uruguai é bicampeão do mundo. Mais choro que nos 7 a 1 da Alemanha.; 26324; 324; ; ; https://www.instagram.com/p/CCto4WvJUqW/
2020-07-07 20:24:05+00:00; alexandregarcia.br; Já se inscreveu no meu curso sobre política? Link na bio; 26177; 828; ; ; https://www.instagram.com/p/CCWqc4hjsab/
2020-07-05 20:02:02+00:00; alexandregarcia.br; No fim de tarde de domingo, o sol tinge de luz o verde do chão.; 28659; 434; ; ; https://www.instagram.com/p/CCRehTOD82v/
2020-07-04 23:40:02+00:00; alexandregarcia.br; Lua, Júpiter e Saturno, na noite deste sábado. Plutão ficou atrás de Júpiter. Boa noite!; 25241; 489; ; ; https://www.instagram.com/p/CCPSrEEjuFa/
2020-07-04 13:24:53+00:00; alexandregarcia.br; No mínimo este é o sétimo avião comercial que passa, na manhã deste sábado, na direção  norte. Não imaginei que um dia o barulho deles soasse como música aos meus ouvidos. É o Brasil voltando a decolar.; 82076; 3343; ; ; https://www.instagram.com/p/CCOMRlCDiVq/
2020-06-30 20:19:12+00:00; alexandregarcia.br; O sol da medicina em raios fúlgidos brilha no céu da Pátria nesses dias de verdade para uma virada sobre a COVID-19 e a mentira.; 42338; 1245; ; ; https://www.instagram.com/p/CCEogkUjXwl/
2020-06-27 21:19:02+00:00; alexandregarcia.br; À noite baixa sobre os hospitais públicos de Brasília, à beira da lotação por COVID-19. Às 19:30 deste sábado no meu canal de YouTube, um time de primeira pela vida e contra o coronavírus. Informe-se, pela saúde e pela vida.; 27839; 461; ; ; https://www.instagram.com/p/CB9A-P1j9BJ/
2020-06-27 15:16:38+00:00; alexandregarcia.br; Diz respeito à saúde de cada um de nós. Por isso hoje meu canal no YouTube será de todos e desses ilustres brasileiros.; 35271; 1653; ; ; https://www.instagram.com/p/CB8Xf6Ljf_O/
2020-06-26 13:01:11+00:00; alexandregarcia.br; Um ano hoje que ela se foi. Mais de 100 anos bem-vividos. (Foto de sete meses antes de ela partir.); 114129; 4210; ; ; https://www.instagram.com/p/CB5jM--jr4o/
2020-06-11 20:52:19+00:00; alexandregarcia.br; Manacás à Monet, depois do crepúsculo deste Corpus Christi.; 26105; 765; ; ; https://www.instagram.com/p/CBTxMlzjVeQ/
2020-06-10 13:26:46+00:00; alexandregarcia.br; Como chegam rápido as quartas-feiras na quarentena. E as terças e quintas. Fins-de-semana chegam e vão. Enquanto espero, como são velozes o relógio e o calendário!; 13896; 289; ; ; https://www.instagram.com/p/CBQZaWrAWI_/
2020-06-09 20:29:35+00:00; alexandregarcia.br; Que prazer conversar com meu amigo Lacombe e compartilhar com voce!; 53650; 2180; ; ; https://www.instagram.com/p/CBOlAR9jtOe/
2020-06-05 20:53:12+00:00; alexandregarcia.br; Uma gloriosa despedida da luz desta sexta-feira, Dia Mundial do Meio Ambiente, ou seja, dia do Mundo.; 25165; 407; ; ; https://www.instagram.com/p/CBEUhz8DbKk/
2020-06-03 14:38:22+00:00; alexandregarcia.br; None; 8077; 93; ; ; https://www.instagram.com/p/CA-gCt3D_9V/
2020-06-02 13:21:55+00:00; alexandregarcia.br; A beleza está na mistura e convivência de todas as cores e formas. Assim é para as ideias e as peles. O resultado é democracia. Conviver com as divergências faz bem e é sabedoria.; 24700; 600; ; ; https://www.instagram.com/p/CA7yf2GDxeM/
2020-05-30 20:29:32+00:00; alexandregarcia.br; Para pensar, em fim de tarde de sábado: em jogo com regras, quem não sabe perder, perde duas vezes.; 43827; 830; ; ; https://www.instagram.com/p/CA01DNgj-I5/
2020-05-29 13:30:37+00:00; alexandregarcia.br; Sob o céu azul da manhã, na quarentena desta última sexta-feira de maio.; 50717; 1325; ; ; https://www.instagram.com/p/CAxgUFGDFLb/
2020-05-28 16:16:14+00:00; alexandregarcia.br; Abelhas nas alfazemas. Preciso descobrir onde está o mel com perfume de lavanda.; 26725; 599; ; ; https://www.instagram.com/p/CAvOeQhjhTo/
2020-05-16 16:03:08+00:00; alexandregarcia.br; Em 44 anos, nunca vi um maio assim em Brasília. Era para ter céu azul e seca. E a temperatura está em 25°C ao meio-dia. Está baixa. Esse “aquecimento”...; 34836; 1059; ; ; https://www.instagram.com/p/CAQTbxkDgYo/
2020-05-12 19:57:41+00:00; alexandregarcia.br; Céu e terra. O horizonte está no meio. E a verdade, onde estará? Depois das 21h30 no meu YouTube,  vou responder aos vazados de ontem.; 60388; 4263; ; ; https://www.instagram.com/p/CAGbGJmgb7T/
2020-05-10 13:35:33+00:00; alexandregarcia.br; Para todas as mães!; 30734; 1426; ; ; https://www.instagram.com/p/CAAlxkYDy03/
2020-05-10 13:30:34+00:00; alexandregarcia.br; Em tempos de covid, equipamentos obrigatórios.; 62016; 1101; ; ; https://www.instagram.com/p/CAAlNIyDDj6/
2020-05-07 19:09:17+00:00; alexandregarcia.br; Fiscalização de todos os ângulos.; 19155; 279; ; ; https://www.instagram.com/p/B_5dlRCjue2/
2020-05-07 19:02:01+00:00; alexandregarcia.br; O casal acompanhou atento a passagem da fibra ótica a dois metros de sua prole, no telhado, rumo ao estúdio. O ninho ficou seguro e logo a vida no lar voltou ao normal.; 25436; 342; ; ; https://www.instagram.com/p/B_5cwHnjPzO/
2020-05-03 20:46:15+00:00; alexandregarcia.br; A luz de domingo se despedindo. Uma boa semana a todos!; 40917; 919; ; ; https://www.instagram.com/p/B_vVgBQjRFi/
2020-05-02 17:23:31+00:00; alexandregarcia.br; Red in red.; 37913; 849; ; ; https://www.instagram.com/p/B_sZgNeDRlf/
2020-05-02 15:04:23+00:00; alexandregarcia.br; Mesmo navegando em ‘verdes mares bravios’ a proa está sempre apontando para o horizonte azul.; 25226; 446; ; ; https://www.instagram.com/p/B_sJlL2j5oa/
2020-05-01 21:28:38+00:00; alexandregarcia.br; Neste anoitecer, Marte voyeur espiou Vênus detrás das folhas.; 14769; 166; ; ; https://www.instagram.com/p/B_qQwoMjJye/
2020-05-01 20:45:48+00:00; alexandregarcia.br; O sol se despede neste Dia do Trabalho e do Trabalhador. Que no próximo passamos festejar com saúde a atividade e o emprego. Que o suor venha do trabalho e não do medo.; 27548; 748; ; ; https://www.instagram.com/p/B_qL3AyDvKJ/
2020-04-29 12:04:48+00:00; alexandregarcia.br; Há luz depois da sombra. Bom dia, quarentenados.; 18678; 563; ; ; https://www.instagram.com/p/B_kGpThjYVe/
2020-04-28 19:55:23+00:00; alexandregarcia.br; O sol pintando e bordando o fim da tarde deste 28 de abril. Boa hora para um abraço amigo e solidário.; 35945; 1058; ; ; https://www.instagram.com/p/B_iXtDmjJWa/
2020-04-28 19:19:47+00:00; alexandregarcia.br; Finalmente parou de chover nesse dilúvio de abril de Brasília. O azul do céu dispensa a confirmação do ramo de oliveira no bico da pomba.; 22191; 423; ; ; https://www.instagram.com/p/B_iToXlje1M/
2020-04-28 15:28:49+00:00; alexandregarcia.br; Solitária, a flor se destaca mais que se estivesse num jardim florido. Mostra mais sua cor. Quando estamos a sós conosco, não estamos em solidão - e encontramos luz para ver nossas cores.; 22754; 612; ; ; https://www.instagram.com/p/B_h5MuvDoPj/
2020-04-27 23:46:55+00:00; alexandregarcia.br; A lua na água vira um teclado. O que vai tocar? Blue Moon? Luna Rossa? Moonlight in Vermont? Moonglow? Luar em Paquetá? Fly me to the Moon? Clair de Lune? Ou Tomo banho de lua?; 26335; 678; ; ; https://www.instagram.com/p/B_gNZ_-jJQF/
2020-04-27 15:03:03+00:00; alexandregarcia.br; Na trilha dessa manhã, no meio do caminho tinha um maracujá/tinha um maracujá no meio do caminho. Além de Drummond, isso me fez lembrar que maracujá foi uma pedra no caminho de Lula. Quando mediei a parte final de debate do segundo turno, há mais de 30 anos, Lula jogou fora sua última e decisiva pergunta ao tentar frase de efeito comparando marajá com maracujá.; 61972; 1856; ; ; https://www.instagram.com/p/B_fRdIODwxy/
2020-04-26 20:40:58+00:00; alexandregarcia.br; A luz do domingo se despede. Tenha uma semana luminosa!; 52537; 1377; ; ; https://www.instagram.com/p/B_dTVJEDi8x/
2020-04-25 16:56:28+00:00; alexandregarcia.br; Orquídeas aqui de casa, fotografadas pela Evilene, que consegue excelentes resultados com a câmera e o fogão. É a forma de agradecer a companhia de vocês, quando ultrapassamos 1 milhão.; 48762; 2219; ; ; https://www.instagram.com/p/B_aU19EjmYd/
2020-04-24 00:12:47+00:00; alexandregarcia.br; Hoje ficou conversando comigo, enquanto eu fazia ginástica.; 34900; 681; ; ; https://www.instagram.com/p/B_V9L8HDLw9/
2020-04-22 16:33:55+00:00; alexandregarcia.br; Para vocês, a alegria das flores na minha caminhada dessa manhã molhada pelo cerrado.; 69729; 1717; ; ; https://www.instagram.com/p/B_Sj4NTjIJY/
2020-04-21 16:26:16+00:00; alexandregarcia.br; Meu brinde a Brasília. Continuo apaixonado pela sexagenária desde que era debutante de 15 aninhos, quando aqui cheguei. Brasília abriu as portas para o ocupação do Brasil sem mar. O Brasil com um mar de terra que pode alimentar o mundo.; 103611; 2325; ; ; https://www.instagram.com/p/B_P-NUNjlLV/
2020-04-20 20:58:49+00:00; alexandregarcia.br; Chegou a placa de 1 milhão no YouTube. Conquistamos esse marco no fim de março. Mas hoje já somos mais de 1M. Nessas três semanas, ganhamos a companhia de 114 mil inscritos, no Brasil e exterior. Todos os dias, os assuntos mais relevantes do dia.; 114198; 5364; ; ; https://www.instagram.com/p/B_N4moSjdPQ/
2020-04-19 13:29:14+00:00; alexandregarcia.br; No Dia do Exército, o meu orgulho de fazer parte da reserva da Força forjada em Guararapes. Minha continência aos da ativa e da reserva do Exército de Caxias.; 42235; 1786; ; ; https://www.instagram.com/p/B_KgW-ajsZ_/
2020-04-18 20:11:33+00:00; alexandregarcia.br; A torre Flor do Cerrado em fim de tarde deste sábado. Brasília quase completando 60 anos.; 27944; 498; ; ; https://www.instagram.com/p/B_Ipmv2DFB2/
2020-04-18 16:41:26+00:00; alexandregarcia.br; Agora a chuva voltou. A passarada foi para os ninhos, aquecer os filhotes.; 41579; 911; ; ; https://www.instagram.com/p/B_IRjvvDq_m/
2020-04-18 15:46:08+00:00; alexandregarcia.br; Como escolhi morar em área rural, a proteção de octogenário não me priva de uma boa caminhada na trilha. Aproveito uma trégua da insistente chuva. Mesmo em apartamento, não esqueça do movimento.; 109649; 2762; ; ; https://www.instagram.com/p/B_ILOt8JZlO/
2020-04-06 15:26:12+00:00; alexandregarcia.br; Aqui em casa o pessoal já reclama do desabastecimento.; 30250; 922; ; ; https://www.instagram.com/p/B-pPaP1jp6J/
2020-04-06 05:18:07+00:00; alexandregarcia.br; O texto que circula NÃO é meu!; 110347; 2783; ; ; https://www.instagram.com/p/B-oJ0iej2fz/
2020-04-05 00:04:56+00:00; alexandregarcia.br; Fogo na mata? Não. É o sol colorindo o cerrado ao se despedir neste sábado.; 24707; 583; ; ; https://www.instagram.com/p/B-lBLxwDoBt/
2020-03-30 04:37:17+00:00; alexandregarcia.br; No dia em que ficou decidida minha saída da TV, minha filha jornalista, @julianunesgarcia , convenceu-me e me registrou no YouTube. Começamos no último dia de fevereiro do ano passado. Cá estamos. Agora num grupo de amigos que vai passando de 1 milhão.; 110459; 6195; ; ; https://www.instagram.com/p/B-WDd6Oj3_V/
2020-03-29 17:04:51+00:00; alexandregarcia.br; Muito bem de fenóis e flanonóides, esse bonarda de Cocalzinho, Goiás, que nos protege de qualquer vírus, neste domingo de quarentena.; 28175; 561; ; ; https://www.instagram.com/p/B-U0V2Jj9az/
2020-03-26 20:55:58+00:00; alexandregarcia.br; Céu e terra se encontrando no infinito.; 17526; 240; ; ; https://www.instagram.com/p/B-NgZ6dD-wZ/
2020-03-26 20:53:13+00:00; alexandregarcia.br; Fim de tarde desta quinta-feira no planalto central.; 22347; 358; ; ; https://www.instagram.com/p/B-NgFxTjO-1/
2020-03-26 20:07:39+00:00; alexandregarcia.br; Quarentena/4 Águas de março fechando o verão.; 21511; 809; ; ; https://www.instagram.com/p/B-Na0RUjGJ8/
2020-03-26 16:29:45+00:00; alexandregarcia.br; Quarentena/4; 55965; 1287; ; ; https://www.instagram.com/p/B-NB8FVDhGk/
2020-03-25 00:26:02+00:00; alexandregarcia.br; Quarentena/3; 21205; 564; ; ; https://www.instagram.com/p/B-Iu2wnj921/
2020-03-23 19:58:04+00:00; alexandregarcia.br; Quarentena/2; 33098; 3660; ; ; https://www.instagram.com/p/B-FrX2jj_Yy/
2020-03-23 17:58:38+00:00; alexandregarcia.br; Quarentena.; 33334; 1272; ; ; https://www.instagram.com/p/B-FdugkjSEs/
2020-03-22 17:38:12+00:00; alexandregarcia.br; VIROSE, NEUROSE, PSICOSE, SERIA UMA RIMA, NÃO SERIA UMA SOLUÇÃO.; 15347; 298; ; ; https://www.instagram.com/p/B-C2l5iDLRF/
2020-03-22 01:48:09+00:00; alexandregarcia.br; Três anos depois de termos colhido as sementes no Castelo Banfi, em Montalcino, hoje plantamos dois ciprestes sempreverdes no Brasil. Seres vivos da Toscana aqui em casa. Homenagem à Itália, berço da civilização ocidental, que vai resistir e vencer quando a aurora chegar. All alba vincerò!; 61571; 1477; ; ; https://www.instagram.com/p/B-BJ3jbjhxB/
2020-03-21 15:20:09+00:00; alexandregarcia.br; Entre as grandes invenções: o sabão. Ele acaba com o coronavírus que estiver nas mãos- que vão à boca,aos olhos, ao nariz. Não se preocupe com a fila do álcool gel.; 35091; 1134; ; ; https://www.instagram.com/p/B-AB_80DUQo/
2020-03-21 00:57:31+00:00; alexandregarcia.br; Os cassinos de Las Vegas estão fechados. Os da “Las Vegas do Oriente”, Macau, China, estão abertos. Os chineses gostam de jogar e, principalmente, ganhar.; 36461; 1857; ; ; https://www.instagram.com/p/B9-fR0aDBb8/
2020-03-13 14:49:39+00:00; alexandregarcia.br; Céu de Brasília, na sexta-feira 13.; 11883; 227; ; ; https://www.instagram.com/p/B9rYJmugsC3/
2020-03-08 14:13:45+00:00; alexandregarcia.br; Cores da Quaresma. Missa dominical no Mosteiro de São Bento em Brasília.; 18666; 211; ; ; https://www.instagram.com/p/B9ecERJAkJ8/
2020-03-05 23:33:31+00:00; alexandregarcia.br; Na boa companhia do Ministro-astronauta, encontrei-me com radiodifusores do Brasil inteiro e falei sobre nossa responsabilidade contra a mentira suicida e pelo otimismo produtivo.; 30520; 562; ; ; https://www.instagram.com/p/B9XtvhtAXLa/
2020-03-02 00:29:43+00:00; alexandregarcia.br; Brindando com Marcelo, mago da imagem, segundos antes da primeira gravação no novo estúdio. No YouTube agora à noite, após 22 horas.; 31279; 667; ; ; https://www.instagram.com/p/B9Ng_klATDH/
2020-02-29 20:24:45+00:00; alexandregarcia.br; None; 21682; 291; ; ; https://www.instagram.com/p/B9KgKlWgpeD/
2020-02-29 20:23:58+00:00; alexandregarcia.br; Águas de março. Não sabem que o ano é bissexto e ainda é fevereiro.; 27636; 365; ; ; https://www.instagram.com/p/B9KgE0RADvJ/
2020-02-28 11:17:19+00:00; alexandregarcia.br; Bom dia!; 25314; 676; ; ; https://www.instagram.com/p/B9G8uF1AKLN/
2020-02-25 21:51:06+00:00; alexandregarcia.br; Cores de um mesmo céu. Do Planalto Central.; 13862; 123; ; ; https://www.instagram.com/p/B9AW3a7Anzx/
2020-02-25 21:46:46+00:00; alexandregarcia.br; Entardecer desta Terça-feira Gorda.; 14200; 125; ; ; https://www.instagram.com/p/B9AWXw3AuoI/
2020-02-22 17:02:51+00:00; alexandregarcia.br; Monte Castelo 75 anos. Nós podemos, se quisermos. É só despertar nossa força moral e chegaremos ao topo, para plantar nossa bandeira.; 34715; 542; ; ; https://www.instagram.com/p/B84Hfq7gzl8/
2020-02-15 17:02:58+00:00; alexandregarcia.br; Regina Duarte, na reta final para assumir a Cultura de todos.; 110257; 2621; ; ; https://www.instagram.com/p/B8mF8T9g2FZ/
2020-02-13 02:10:25+00:00; alexandregarcia.br; Rumo ao milhão 🌽😎; 19660; 538; ; ; https://www.instagram.com/p/B8fWLMvAV7E/
2020-02-10 14:27:50+00:00; alexandregarcia.br; Palestra em BH, para Vilma Alimentos. Confraternização depois do tradicional encerramento com a hipótese Brasil/Japão, mostrando que é possível ser potência e a responsabilidade é nossa.; 9702; 109; ; ; https://www.instagram.com/p/B8Y8NzRgME8/
2020-02-04 20:10:51+00:00; alexandregarcia.br; 😀; 30949; 573; ; ; https://www.instagram.com/p/B8KGs1qAIpE/
2020-01-31 14:47:09+00:00; alexandregarcia.br; Agora também no Rio de Janeiro, com o Correio da Manhã. Estou em nove capitais e num total de 37 jornais.; 19060; 608; ; ; https://www.instagram.com/p/B7_Oeekgc2c/
2020-01-29 20:46:57+00:00; alexandregarcia.br; Tucano apreciando o fim de tarde desta quarta-feira.; 15647; 241; ; ; https://www.instagram.com/p/B76uEBhgMSH/
2020-01-29 12:52:19+00:00; alexandregarcia.br; Flores no lago, na manhã colorida depois da chuvarada.; 18939; 273; ; ; https://www.instagram.com/p/B753vuxgoIN/
2020-01-29 12:20:52+00:00; alexandregarcia.br; Manhã depois da noite de chuva.; 12532; 165; ; ; https://www.instagram.com/p/B750JWNgDO0/
2020-01-27 02:49:52+00:00; alexandregarcia.br; Mamba4life 😢🙏; 53536; 1487; ; ; https://www.instagram.com/p/B7zpNc5gpLh/
2020-01-26 15:55:10+00:00; alexandregarcia.br; Gostaram da árvore seca. Se chegar mais, chamo o Hitchcock.; 20162; 373; ; ; https://www.instagram.com/p/B7yeSUQgGTk/
2020-01-26 15:44:15+00:00; alexandregarcia.br; Meio-dia deste domingo. Céu cinzento, mas colorido pelos tucanos.; 18063; 269; ; ; https://www.instagram.com/p/B7ydCXFAaf2/
2020-01-25 00:00:02+00:00; alexandregarcia.br; Chegando o aniversário de 60 de Brasília.; 5303; 92; ; ; https://www.instagram.com/p/B7uMHyHg4P_/
2020-01-23 19:49:45+00:00; alexandregarcia.br; Brasília sessentona já não é só Niemeyer.; 12455; 170; ; ; https://www.instagram.com/p/B7rKvvsAjS4/
2020-01-22 19:00:52+00:00; alexandregarcia.br; Um agradável jantar, com muita Amazônia na conversa.; 40804; 523; ; ; https://www.instagram.com/p/B7ogW3mA1dx/
2020-01-17 23:12:16+00:00; alexandregarcia.br; Para os que gostam do néctar dos deuses(principalmente Dionísios/Bacco): assino embaixo deste Barbera de 2016, produzido aqui pertinho de Brasília:; 19994; 509; ; ; https://www.instagram.com/p/B7cFJ0ogD8y/
2020-01-12 17:04:18+00:00; alexandregarcia.br; “Quatro folhinhas nascidas ao léu/me levariam pertinho do céu”; 15399; 259; ; ; https://www.instagram.com/p/B7OjEaEAY-Y/
2020-01-11 23:09:40+00:00; alexandregarcia.br; Lua brasiliense de sábado à noite.; 25111; 390; ; ; https://www.instagram.com/p/B7MoFhYA11B/
2020-01-10 21:46:58+00:00; alexandregarcia.br; Fim de tarde de sexta, depois da chuva.; 20213; 325; ; ; https://www.instagram.com/p/B7J506gAPL8/
2020-01-05 18:13:53+00:00; alexandregarcia.br; Hotel Glória e, ao fundo, Manchete. Vistos  do Xian, no SDU. Quantas recordações!; 14158; 121; ; ; https://www.instagram.com/p/B68pd70gfo1/ 
