[2019-12-27 23:41:14+00:00; pirescarol; Grace and Frankie ♥️ https://t.co/q8LbiabBGT; https://twitter.com/pirescarol/status/1210707240799391744; None; https://twitter.com/geeknfeminist/status/1210633087073341441]
[2019-11-11 14:02:40+00:00; pirescarol; Meus centavos para o debate: https://t.co/Hu9rRGMjYj; https://twitter.com/pirescarol/status/1193891798504087552; None; None]
[2019-11-11 03:05:42+00:00; pirescarol; @daniarrais São todos os meus grupos (- família); https://twitter.com/pirescarol/status/1193726464283365378; None; None]
[2019-11-11 03:01:46+00:00; pirescarol; Evo disputou a eleição contra Carlos Mesa (de centro esquerda, que contestou o resultado) mas quem ganhou protagonismo nos protestos dos últimos dias foi o Luís Fernando Camacho (direita porrete&amp;bíblia). Tuítes dos dois após a renúncia de Evo: https://t.co/3NLAGhtUy3; https://twitter.com/pirescarol/status/1193725475589435392; None; None]
[2019-11-11 02:39:18+00:00; pirescarol; No mesmo tuíte, Evo disse que um policial teria confirmado que existe uma ordem para prendê-lo. O comandante nacional da Polícia nega que tenha chegado tal ordem (até agora) https://t.co/wnMZ9QJSx3; https://twitter.com/pirescarol/status/1193719821575348229; None; https://twitter.com/Gbastidas/status/1193716889668718592]
[2019-11-11 02:25:05+00:00; pirescarol; Evo disse há pouco pelo Twitter que sua casa em Cochabamba foi invadida. O vídeo que circula mostra paredes pichadas e vidros quebrados👇🏽👇🏽 https://t.co/tOdZXEh1Re; https://twitter.com/pirescarol/status/1193716243343298560; None; https://twitter.com/ActualidadRT/status/1193703945883049987]
[2019-11-11 02:13:12+00:00; pirescarol; México oferece asilo ao Evo 👇🏽 https://t.co/05uWhrTluV; https://twitter.com/pirescarol/status/1193713252569628676; None; https://twitter.com/m_ebrard/status/1193673565830180865]
[2019-11-10 23:52:38+00:00; pirescarol; Evo agora: https://t.co/rinKcE7VR8; https://twitter.com/pirescarol/status/1193677879881687040; None; https://twitter.com/evoespueblo/status/1193674863162134529]
[2019-11-10 23:45:57+00:00; pirescarol; #Bolivia hoje: OEA aponta "irregularidades" na eleição presidencial. Evo convoca novas eleições. Comando militar pede que ele renuncie. Evo  renuncia. Houve um rumor de que ele iria para a Argentina, mas ele está em Cochamamba. Disse em coletiva: "No tengo por qué escaparme".; https://twitter.com/pirescarol/status/1193676198796300288; None; None]
[2019-11-10 23:32:27+00:00; pirescarol; @JeanineAnez Prenderam a presidente do Tribunal Supremo Electoral da #Bolivia 👇🏽

https://t.co/0awP2jCePc; https://twitter.com/pirescarol/status/1193672798037823490; None; https://twitter.com/Gbastidas/status/1193668413354336257]
[2019-11-10 23:21:14+00:00; pirescarol; Evo e o vice renunciaram. Os presidentes da Câmara e do Senado renunciaram. Por enquanto, a vice-presidente do Senado, @JeanineAnez , de oposição, diz que assumirá a presidência internamente para convocar novas eleições.; https://twitter.com/pirescarol/status/1193669975095033862; None; None]
[2019-11-10 22:50:46+00:00; pirescarol; A humilhação imposta à prefeita deixou os governistas em alerta. E, ontem, conseguiram incendiaram a casa de Esther Morales, irmã de Evo. Também conseguiram atear fogo na casa de dois governadores, de Chuquisaca e Oruro https://t.co/0ZE3htXpGW; https://twitter.com/pirescarol/status/1193662308259696645; None; None]
[2019-11-10 22:50:45+00:00; pirescarol; O relatório da OEA indicando irregularidades nas eleições foi o estopim para a renúncia de Evo. Mas ele estava sendo encurralado há dias. Na quarta, uma prefeita governista teve o cabelo cortado e foi obrigada a andar descalça pelas ruas sendo insultada
https://t.co/8uZHXK2Nol; https://twitter.com/pirescarol/status/1193662306804289537; None; None]
[2019-11-10 16:06:51+00:00; pirescarol; Antes de anunciar novas eleições (sem data), Evo estava encurralado. A Organização dos Estados Americanos confirmou irregularidades na eleição boliviana e até policiais se juntaram aos protestos. Ontem, a guarda presencial tinha abandonado seus postos. https://t.co/4ZgVf6AUm8; https://twitter.com/pirescarol/status/1193560661294559233; None; None]
[2019-11-09 20:52:40+00:00; pirescarol; Lula segue no sindicato. Está numa sala reservada da presidência almoçando com a família. Escolheu seu prato favorito: rabada. Vários deputados aliados ainda não conseguiram ver o presidente e esperam na fila.; https://twitter.com/pirescarol/status/1193270199904079873; None; None]
[2019-11-08 19:34:48+00:00; pirescarol; @OliveiraSarah @GloboNews to vendo aqui https://t.co/fT066mPgOQ; https://twitter.com/pirescarol/status/1192888217625911298; None; None]
[2019-11-08 19:34:05+00:00; pirescarol; O alvará de soltura de Lula 👇🏼 https://t.co/wnGhWvj7fC; https://twitter.com/pirescarol/status/1192888037308534785; None; https://twitter.com/falcaomarcio/status/1192886117642702848]
[2019-11-08 01:41:31+00:00; pirescarol; Queria opinar sobre várias notícias importantes do dia, mas as notícias: https://t.co/sHTqAFlwHZ; https://twitter.com/pirescarol/status/1192618117459070977; None; None]
[2019-11-07 23:58:40+00:00; pirescarol; Na @Internazionale #QuemMandouMatarMarielle ? https://t.co/ojMaTOXSjy; https://twitter.com/pirescarol/status/1192592233339506688; None; None]
[2019-11-07 21:22:13+00:00; pirescarol; “Dramaturgo ganhou a simpatia do presidente depois de ofender a maior atriz brasileira” https://t.co/Bd8C4R3VcH; https://twitter.com/pirescarol/status/1192552859918905362; None; None]
[2019-11-07 14:50:42+00:00; pirescarol; Os policiais salvaram as imagens de segurança no formato errado, o que impediu  a polícia de determinar se o veículo saiu ou não do condomínio Vivendas da Barra, onde moram Bolsonaro e Ronnie Lessa https://t.co/J9uUfD1JoT; https://twitter.com/pirescarol/status/1192454334635814914; None; None]
[2019-11-06 13:01:19+00:00; pirescarol; "Enquanto o governo apostava no tumulto e na ridicularização, os oposicionistas faziam perguntas genéricas e mostravam que mal conheciam o funcionamento das redes" - do @brunoboghossian  https://t.co/a2hzOBjMCL; https://twitter.com/pirescarol/status/1192064416432480256; None; None]
[2019-11-05 18:44:10+00:00; pirescarol; Reportagem must-read do @jonleeanderson sobre a pressão do garimpo ilegal sobre o território Kayapó. Desta vez, fiz as vezes de checadora ao lado da obstinada equipe de checagem da revista. https://t.co/iZQSGflCgt; https://twitter.com/pirescarol/status/1191788310529794049; None; None]
[2019-11-04 20:39:45+00:00; pirescarol; ese texto de @AnaTeresaToro es un tesoro https://t.co/K4V8S2hlHR; https://twitter.com/pirescarol/status/1191455013316517888; None; None]
[2019-11-04 19:33:49+00:00; pirescarol; Allan Sieber na @RevistaEpoca https://t.co/6zP4fzXACQ; https://twitter.com/pirescarol/status/1191438420507275268; None; None]
[2019-11-04 18:57:38+00:00; pirescarol; Da @sylviacolombo: Evo, no más trucos https://t.co/hEDm4Zp71z; https://twitter.com/pirescarol/status/1191429314681692161; None; None]
[2019-11-01 20:40:30+00:00; pirescarol; Coluna da semana 👉🏽 Tripudiar da dor de uma família não é disputa política, é barbárie. https://t.co/9PJOSI9oE5; https://twitter.com/pirescarol/status/1190368035875500036; None; None]
[2019-11-01 18:32:32+00:00; pirescarol; Life and death of Abu Bakr al-Baghdad  https://t.co/ixH9GNnFOC; https://twitter.com/pirescarol/status/1190335831707398144; None; None]
[2019-11-01 17:11:50+00:00; pirescarol; América Latina na capa da @revistapiaui https://t.co/7NIFZwOEJK; https://twitter.com/pirescarol/status/1190315524258979845; None; None]
[2019-11-01 00:08:41+00:00; pirescarol; @tiagocoelh 😁; https://twitter.com/pirescarol/status/1190058038679523328; None; None]
[2019-10-31 19:45:04+00:00; pirescarol; A defesa da ditadura vem de berço. Me chama mais atenção  a ideia do deputado de que um AI-5 seria necessário porque a esquerda estaria perto de sequestrar aeronave e sequestrar embaixadores. Somos governados pela mentalidade de cerco e pela instabilidade emocional.; https://twitter.com/pirescarol/status/1189991699977850881; None; None]
[2019-10-31 19:25:17+00:00; pirescarol; Esse texto da @yasminsmp na capa da @revistapiaui é um soco, sugiro que todos os colegas leiam: "Política de diversidade é sobre quem se senta à mesa, sobre quem toma as decisões e pode opinar" https://t.co/1yD3bW85qB; https://twitter.com/pirescarol/status/1189986720856649728; None; None]
[2019-10-30 00:21:43+00:00; pirescarol; Élcio Queiroz, que dirigiu o carro usado no atentado contra Marielle, disse na portaria do Vivendas da Barra que iria à casa de Bolsonaro, que neste dia estava em Brasília. Saiu do condomínio com Ronie Lessa, o atirador que vem a ser vizinho do presidente. Elcio é esse aqui: https://t.co/bbP1tyG1Gs; https://twitter.com/pirescarol/status/1189336545381228551; None; None]
[2019-10-29 18:07:52+00:00; pirescarol; A resposta dos robôs sauditas: https://t.co/IiyKFlPo2Z; https://twitter.com/pirescarol/status/1189242460280627202; None; None]
[2019-10-29 17:41:12+00:00; pirescarol; Bin Salman, o príncipe com quem o presidente acredita que toda mulher gostaria de passar a tarde, é suspeito de mandar matar o jornalista Jamal Khashoggi. Recomendo essa investigação do @nytimes sobre o assassinato do jornalista.  https://t.co/4X4Le9ccFq; https://twitter.com/pirescarol/status/1189235749016739841; None; None]
[2019-10-29 01:15:18+00:00; pirescarol; Por sugestão da minha influencer @paula8scarpin, ouvi o podcast Colors, do @Radiolab e estou maravilhada pela engenhosidade deles de ilustrar cores com sons, pelo conteúdo incrível e poético e pela personalidade divertida dos apresentadores. Nota 10 https://t.co/XAn9AeK8SH; https://twitter.com/pirescarol/status/1188987641338966019; None; None]
[2019-10-28 15:18:57+00:00; pirescarol; De Havana, meu amigo @JimenezEnoa conta como Cuba está mudando com a chegada da internet 3G nos celulares https://t.co/MGsgM9uU1r; https://twitter.com/pirescarol/status/1188837565203439616; None; None]
[2019-10-27 14:11:26+00:00; pirescarol; Ganhamos o ABRA de melhor roteiro pela temporada de 2018 do #GregNews! ♥️ Amo meu bonde! https://t.co/zYW8pLoib7; https://twitter.com/pirescarol/status/1188458186904346624; None; https://twitter.com/gduvivier/status/1188118509563383808]
[2019-10-25 21:11:07+00:00; pirescarol; Seu desempenho tem sido marcante e as pesquisas o colocam em terceiro ou quarto lugar. Lembrando que o Uruguai vai às urnas neste domingo, dia 27, mesmo dia da eleição na Argentina. Essas serão as últimas eleições de uma década em que o continente deu uma guinada à direita.; https://twitter.com/pirescarol/status/1187839027996696577; None; None]
[2019-10-25 21:10:04+00:00; pirescarol; Guido Manini fez da demissão uma limonada e agora disputa a Presidência do Uruguai com um discurso que faz eco dos dois lados da fronteira: críticas à esquerda, defesa dos "valores familiares" e mão dura contra o crime. Ele costuma repetir: “Se terminó el recreo a los malandros”.; https://twitter.com/pirescarol/status/1187838760593055744; None; None]
[2019-10-25 21:10:03+00:00; pirescarol; No Uruguai, aconteceu algo parecido Em março, Tabaré Vázquez destituiu o comandante-chefe do Exército Uruguaio, Guido Manini Ríos (que vem a ser amigo do Mourão), por suas reiteradas críticas ao apoio do governo ao julgamento de militares acusados de crime de lesa à humanidade.; https://twitter.com/pirescarol/status/1187838759049584641; None; None]
[2019-10-25 21:10:03+00:00; pirescarol; Lembram que em 2015 o Mourão foi exonerado do Comando Militar do Sul depois de dizer disse que a saída da Dilma do cargo teria como vantagem "o descarte da incompetência, da má gestão e da corrupção? Foi quando ele saiu do Exército pra entrar na política.; https://twitter.com/pirescarol/status/1187838757019492352; None; None]
[2019-10-25 20:51:37+00:00; pirescarol; Coluna de hoje | Uruguai à direita?  https://t.co/4nhUJJuzzF; https://twitter.com/pirescarol/status/1187834117007859714; None; None]
[2019-10-24 19:56:05+00:00; pirescarol; https://t.co/kDcHc69Cv8; https://twitter.com/pirescarol/status/1187457756820848641; None; None]
[2019-10-24 15:30:13+00:00; pirescarol; Áudio conseguido pela @julianadalpiva mostra como Queiroz, mesmo depois de exonerado, mantinha influência nas nomeações políticas em gabinetes. "20 continho aí para gente caía bem pra c**" https://t.co/nqBUSTOLbn; https://twitter.com/pirescarol/status/1187390848864079872; None; None]
[2019-10-24 00:49:15+00:00; pirescarol; @Pruizacero @petracostal 🙏🏻; https://twitter.com/pirescarol/status/1187169145462427648; None; None]
[2019-10-23 16:31:31+00:00; pirescarol; O Democracia em Vertigem foi indicado ao International Documentary Awards em três categorias: Best Writing (🙏🏽💪🏽🤸🏽‍♀️ ), Best Feature, and Best Director (@petracostal). Congrats, team! &lt;3 https://t.co/Ov3WreJwRI; https://twitter.com/pirescarol/status/1187043885169676290; None; None]
[2019-10-23 16:20:07+00:00; pirescarol; @gduvivier zerou; https://twitter.com/pirescarol/status/1187041016383188993; None; None]
[2019-10-23 13:24:44+00:00; pirescarol; Segundo a polícia, os responsáveis fizeram uma "vaquinha" para pagar os custos do combustível —uma mistura de óleo diesel com gasolina—, usado para alastrar as chamas. https://t.co/4F012oYvVx; https://twitter.com/pirescarol/status/1186996883392290817; None; None]
[2019-10-22 14:37:08+00:00; pirescarol; A estátua era essa: https://t.co/0aIIiD1K5c; https://twitter.com/pirescarol/status/1186652714542997504; None; None]
[2019-10-22 14:36:36+00:00; pirescarol; Em protesto contra resultado da eleição na Bolívia, manifestantes derrubaram estátua de Hugo Chávez (No domingo, resultado parcial apontava para um inédito 2° turno quando a contagem foi interrompida.  Ao ser retomada, contagem deu vitória a Evo, levantando suspeita de fraude)👇🏽 https://t.co/NqGUu0FRau; https://twitter.com/pirescarol/status/1186652580690190336; None; https://twitter.com/Gbastidas/status/1186597479954944001]
[2019-10-21 13:32:53+00:00; pirescarol; O governo anunciou estado de emergência) algo que não acontecia desde o fim da ditadura de Pinochet), mas o efeito foi reverso. Ônibus foram queimados. O metrô depredado. Incendiaram o prédio do jornal El Mercurio. 10 pessoas morreram. Mais de mil foram presas até agora. https://t.co/1fkAbWc85G; https://twitter.com/pirescarol/status/1186274158310805505; None; None]
[2019-10-21 13:19:14+00:00; pirescarol; Do  @grafikadiablorojo no Instagram: https://t.co/oZLzH8BZUV; https://twitter.com/pirescarol/status/1186270721472978946; None; None]
[2019-10-21 13:03:27+00:00; pirescarol; Alguns paralelos entre o levante chileno e nossos protestos de 2013. Uma manifestação contra o aumento das tarifas de ônibus rapidamente se transformou em outra coisa. O grito das ruas no fim de semana era: "Não é sobre 30 pesos, é sobre 30 anos".; https://twitter.com/pirescarol/status/1186266750750474241; None; None]
[2019-10-20 19:22:58+00:00; pirescarol; 🇧🇷 🔥 https://t.co/L9kgvjzZMZ; https://twitter.com/pirescarol/status/1185999868155834371; None; None]
[2019-10-18 22:25:04+00:00; pirescarol; https://t.co/ounLs2SMbq; https://twitter.com/pirescarol/status/1185320921067900930; None; None]
[2019-10-18 21:44:06+00:00; pirescarol; Depois de ameaçar implodir o presidente, o líder do partido do presidente mostra o que ele pensa das mulheres: "Nós somos Bolsonaro. Somos que nem mulher traída, APANHA, mas mesmo assim volta ao aconchego."  https://t.co/CyvaxCQMD2; https://twitter.com/pirescarol/status/1185310610826895365; None; None]
[2019-10-18 15:50:22+00:00; pirescarol; Ansiosa pela resposta do @cirogomes para essa declaração do Lula: “Assisti a Central do Brasil e vi a Fernanda Montenegro tentando ajudar aquele menino nervoso, rebelde. Lembrei do Ciro. (...) Gostaria que o Ciro permitisse que eu fosse a Fernanda Montenegro dele”; https://twitter.com/pirescarol/status/1185221592273555457; None; None]
[2019-10-18 14:38:11+00:00; pirescarol; Eu e o Brasil https://t.co/Bnqc8FxACq; https://twitter.com/pirescarol/status/1185203426176704512; None; None]
[2019-10-17 17:32:04+00:00; pirescarol; @VictorFerreira @MuriloSalviano Eu conheço o Murilo! Que sorte.; https://twitter.com/pirescarol/status/1184884797975552000; None; None]
[2019-10-16 12:31:12+00:00; pirescarol; Foto do ano na capa do @Estadao. Da @gabrielabilo1 https://t.co/JjW0n0hdOk; https://twitter.com/pirescarol/status/1184446693514891264; None; None]
[2019-10-15 16:40:34+00:00; pirescarol; Nosso texto indicado ao Critics Choice Awards na categoria melhor narração 🙏🏻 Como disse a ⁦@dadacoelho⁩, a voz da @petracostal tem uma lágrima. 
E o filme também concorre como melhor documentário político!  https://t.co/SGOeSOiU8K; https://twitter.com/pirescarol/status/1184147061752713216; None; None]
[2019-10-15 14:53:39+00:00; pirescarol; A imigração venezuelana para o Peru aumentou em quase 1% o PIB deles. E olha que imigrantes venezuelanos têm mais anos de educação formal em média, mas estão recebendo salários menores lá. O potencial de crescimento é ainda maior. https://t.co/TvoKGrgcrL; https://twitter.com/pirescarol/status/1184120154600497153; None; None]
[2019-10-15 13:43:41+00:00; pirescarol; @letrapreta Ontem encontramos o psicanalista do boy e depois de nos ouvir falar sobre séries com texto incrível ele nos recomendou essa. Toperson?; https://twitter.com/pirescarol/status/1184102548665450498; None; None]
[2019-10-14 12:10:03+00:00; pirescarol; Disse Weintraub, ministro da EDUCAÇÃO: “Você não morre de Aids, você morre de tuberculose. Você tem a doença oportunista, e você tem a Aids. Ninguém começa no crack, você começa na maconha. Quem abriu a porta para o Lula entrar foi o Fernando Henrique.” https://t.co/0RiJhheL7r; https://twitter.com/pirescarol/status/1183716594322755585; None; None]
[2019-10-14 12:00:36+00:00; pirescarol; "O arquivo não podia ser acessado porque foi salvo em formato errado" - não é possível que os investigadores não têm treinamento para recolher esse tipo de prova. https://t.co/EkbfMHK0xA https://t.co/kTV2HLPJSo; https://twitter.com/pirescarol/status/1183714217926516738; None; None]
[2019-10-12 19:37:23+00:00; pirescarol; #DiadasCrianças paulista 1, @esuplicy; 2, @Haddad_Fernando; 3 @jdoriajr; 4, @joseserra_ https://t.co/VGWzoHrZYr; https://twitter.com/pirescarol/status/1183104394834927616; None; None]
[2019-10-12 19:13:31+00:00; pirescarol; 1, Bolsonaro; 2, Temer; 4, Dilma; 5, Lula. Legendas? https://t.co/IoLj1UWu5O; https://twitter.com/pirescarol/status/1183098390948786177; None; None]
